
VG= 0 to 1 in 0,01 step
VD= 0,1 to 1 in 0,9 step
NO, VG ID IG VD
79 0,78 1,4656E-06 7,0623E-09 0,1
80 0,79 1,5177E-06 7,5069E-09 0,1
81 0,8 1,5698E-06 8,017E-09 0,1
82 0,81 1,6224E-06 8,5647E-09 0,1
83 0,82 1,6745E-06 9,1231E-09 0,1
84 0,83 1,7268E-06 9,6925E-09 0,1
85 0,84 1,7791E-06 1,03264E-08 0,1
86 0,85 1,8306E-06 1,09806E-08 0,1
87 0,86 1,8822E-06 1,1695E-08 0,1
88 0,87 1,9338E-06 1,2402E-08 0,1
89 0,88 1,9858E-06 1,3153E-08 0,1
90 0,89 2,0374E-06 1,3956E-08 0,1
91 0,9 2,0892E-06 1,4809E-08 0,1
92 0,91 2,1407E-06 1,5724E-08 0,1
93 0,92 2,1916E-06 1,6691E-08 0,1
94 0,93 2,2422E-06 1,7619E-08 0,1
95 0,94 2,2932E-06 1,8665E-08 0,1
96 0,95 2,3437E-06 1,9784E-08 0,1
97 0,96 2,3935E-06 2,0889E-08 0,1
98 0,97 2,4434E-06 2,212E-08 0,1
99 0,98 2,4921E-06 2,3471E-08 0,1
100 0,99 2,5416E-06 2,4747E-08 0,1
101 1 2,5906E-06 2,623E-08 0,1
102 0 2,334E-11 -2,026E-11 1
103 0,01 2,066E-11 -1,66E-11 1
104 0,02 1,911E-11 -1,406E-11 1
105 0,03 1,862E-11 -1,89E-11 1
106 0,04 1,815E-11 -1,891E-11 1
107 0,05 1,74E-11 -1,265E-11 1
108 0,06 1,59E-11 -1,255E-11 1
109 0,07 1,625E-11 -1,544E-11 1
110 0,08 1,571E-11 -1,405E-11 1
111 0,09 1,442E-11 -1,088E-11 1
112 0,1 1,418E-11 -9E-12 1
113 0,11 1,405E-11 -1,111E-11 1
114 0,12 1,407E-11 -9,44E-12 1
115 0,13 1,366E-11 -6,78E-12 1
116 0,14 1,451E-11 -4,31E-12 1
117 0,15 1,513E-11 -6,72E-12 1
118 0,16 1,672E-11 -5,73E-12 1
119 0,17 1,945E-11 -1,24E-12 1
120 0,18 2,262E-11 2,47E-12 1
121 0,19 2,795E-11 5,6E-13 1
122 0,2 3,687E-11 4,08E-12 1
123 0,21 4,818E-11 1,009E-11 1
124 0,22 6,512E-11 1,508E-11 1
125 0,23 9,144E-11 1,885E-11 1
126 0,24 1,2885E-10 2,159E-11 1
127 0,25 1,8381E-10 3,006E-11 1
128 0,26 2,6119E-10 3,952E-11 1
129 0,27 3,7271E-10 5,003E-11 1
130 0,28 5,3254E-10 6,241E-11 1
131 0,29 7,6072E-10 7,509E-11 1
132 0,3 1,08209E-09 8,71E-11 1
133 0,31 1,541E-09 1,0053E-10 1
134 0,32 2,1783E-09 1,1773E-10 1
135 0,33 3,0742E-09 1,3732E-10 1
136 0,34 4,3073E-09 1,5789E-10 1
137 0,35 5,9813E-09 1,8147E-10 1
138 0,36 8,2525E-09 2,0647E-10 1
139 0,37 1,1257E-08 2,3274E-10 1
140 0,38 1,5235E-08 2,6059E-10 1
141 0,39 2,0318E-08 2,9531E-10 1
142 0,4 2,6825E-08 3,3056E-10 1
143 0,41 3,4906E-08 3,7106E-10 1
144 0,42 4,4925E-08 4,1222E-10 1
145 0,43 5,7087E-08 4,5486E-10 1
146 0,44 7,1501E-08 5,0339E-10 1
147 0,45 8,8673E-08 5,4858E-10 1
148 0,46 1,08417E-07 5,9805E-10 1
149 0,47 1,3124E-07 6,5105E-10 1
150 0,48 1,5716E-07 7,0386E-10 1
151 0,49 1,8671E-07 7,6047E-10 1
152 0,5 2,1972E-07 8,2224E-10 1
153 0,51 2,5601E-07 8,8282E-10 1
154 0,52 2,9645E-07 9,4833E-10 1
155 0,53 3,4073E-07 1,0196E-09 1
156 0,54 3,8926E-07 1,0943E-09 1
157 0,55 4,4115E-07 1,1777E-09 1
158 0,56 4,9806E-07 1,2604E-09 1
159 0,57 5,5819E-07 1,3426E-09 1
160 0,58 6,2363E-07 1,4352E-09 1
161 0,59 6,9335E-07 1,5349E-09 1
162 0,6 7,67E-07 1,6353E-09 1
163 0,61 8,4575E-07 1,7477E-09 1
164 0,62 9,2835E-07 1,8626E-09 1
165 0,63 1,01597E-06 1,9842E-09 1
166 0,64 1,10771E-06 2,1116E-09 1
167 0,65 1,2044E-06 2,256E-09 1
168 0,66 1,3064E-06 2,3967E-09 1
169 0,67 1,4117E-06 2,5495E-09 1
170 0,68 1,5231E-06 2,7045E-09 1
171 0,69 1,6382E-06 2,8717E-09 1
172 0,7 1,7588E-06 3,0561E-09 1
173 0,71 1,8833E-06 3,2427E-09 1
174 0,72 2,0142E-06 3,444E-09 1
175 0,73 2,1475E-06 3,6487E-09 1
176 0,74 2,2876E-06 3,8689E-09 1
177 0,75 2,4332E-06 4,0945E-09 1
178 0,76 2,5811E-06 4,3399E-09 1
179 0,77 2,7356E-06 4,5958E-09 1
180 0,78 2,8941E-06 4,8598E-09 1
181 0,79 3,0579E-06 5,1393E-09 1
182 0,8 3,2261E-06 5,439E-09 1
183 0,81 3,3994E-06 5,7473E-09 1
184 0,82 3,5781E-06 6,0744E-09 1
185 0,83 3,7601E-06 6,4194E-09 1
186 0,84 3,9494E-06 6,7836E-09 1
187 0,85 4,1404E-06 7,1485E-09 1
188 0,86 4,3376E-06 7,5511E-09 1
189 0,87 4,5388E-06 7,9511E-09 1
190 0,88 4,7458E-06 8,3798E-09 1
191 0,89 4,9563E-06 8,8191E-09 1
192 0,9 5,173E-06 9,2976E-09 1
193 0,91 5,3936E-06 9,7884E-09 1
194 0,92 5,6181E-06 1,0292E-08 1
195 0,93 5,849E-06 1,08143E-08 1
196 0,94 6,0822E-06 1,13652E-08 1
197 0,95 6,3212E-06 1,1929E-08 1
198 0,96 6,5637E-06 1,2546E-08 1
199 0,97 6,8127E-06 1,3152E-08 1
200 0,98 7,0632E-06 1,3789E-08 1
201 0,99 7,3212E-06 1,4492E-08 1
202 1 7,5835E-06 1,5178E-08 1
