
VD= 0 to 1 in 0.01 step
VG= 0 to 1 in 0.2 step
NO. VG ID IG VD
 V A A V
560 1 7.51E-06 1.5366E-08 0.54
561 1 7.5207E-06 1.5364E-08 0.55
562 1 7.5281E-06 1.5337E-08 0.56
563 1 7.5365E-06 1.5352E-08 0.57
564 1 7.5399E-06 1.5344E-08 0.58
565 1 7.5445E-06 1.531E-08 0.59
566 1 7.5477E-06 1.5302E-08 0.6
567 1 7.5509E-06 1.5302E-08 0.61
568 1 7.5523E-06 1.5266E-08 0.62
569 1 7.554E-06 1.5284E-08 0.63
570 1 7.5547E-06 1.5276E-08 0.64
571 1 7.5568E-06 1.5256E-08 0.65
572 1 7.557E-06 1.5275E-08 0.66
573 1 7.5577E-06 1.5279E-08 0.67
574 1 7.5572E-06 1.5283E-08 0.68
575 1 7.5575E-06 1.5274E-08 0.69
576 1 7.5589E-06 1.5317E-08 0.7
577 1 7.5593E-06 1.5296E-08 0.71
578 1 7.56E-06 1.5271E-08 0.72
579 1 7.5585E-06 1.5303E-08 0.73
580 1 7.5596E-06 1.5291E-08 0.74
581 1 7.5595E-06 1.5292E-08 0.75
582 1 7.5582E-06 1.5293E-08 0.76
583 1 7.5602E-06 1.5297E-08 0.77
584 1 7.5603E-06 1.5282E-08 0.78
585 1 7.5592E-06 1.5286E-08 0.79
586 1 7.5604E-06 1.5269E-08 0.8
587 1 7.5593E-06 1.53E-08 0.81
588 1 7.5611E-06 1.5316E-08 0.82
589 1 7.5613E-06 1.5315E-08 0.83
590 1 7.5606E-06 1.5289E-08 0.84
591 1 7.5623E-06 1.5293E-08 0.85
592 1 7.5613E-06 1.5289E-08 0.86
593 1 7.5625E-06 1.529E-08 0.87
594 1 7.5608E-06 1.5271E-08 0.88
595 1 7.5605E-06 1.5298E-08 0.89
596 1 7.5602E-06 1.5299E-08 0.9
597 1 7.5622E-06 1.5289E-08 0.91
598 1 7.5612E-06 1.5277E-08 0.92
599 1 7.5621E-06 1.5292E-08 0.93
600 1 7.5623E-06 1.5294E-08 0.94
601 1 7.5619E-06 1.5305E-08 0.95
602 1 7.5624E-06 1.5314E-08 0.96
603 1 7.5625E-06 1.5261E-08 0.97
604 1 7.5621E-06 1.5257E-08 0.98
605 1 7.5631E-06 1.5276E-08 0.99
606 1 7.5631E-06 1.5245E-08 1
