
VD= 0 to 1 in 0.01 step
VG= 0 to 1 in 0.2 step
NO. VG ID IG VD
 V A A V
558 1 0.00072301 1.2533E-05 0.52
559 1 0.0007287 1.2757E-05 0.53
560 1 0.00073211 1.2872E-05 0.54
561 1 0.0007357 1.2521E-05 0.55
562 1 0.00073933 1.269E-05 0.56
563 1 0.00074194 1.2711E-05 0.57
564 1 0.00074569 1.2522E-05 0.58
565 1 0.00074848 1.2777E-05 0.59
566 1 0.00075193 1.3025E-05 0.6
567 1 0.00075571 1.2946E-05 0.61
568 1 0.00075725 1.2994E-05 0.62
569 1 0.00076003 1.3093E-05 0.63
570 1 0.00076347 1.3073E-05 0.64
571 1 0.00076588 1.3126E-05 0.65
572 1 0.00076865 1.2137E-05 0.66
573 1 0.00077276 1.2107E-05 0.67
574 1 0.00077424 1.2132E-05 0.68
575 1 0.00077674 1.2152E-05 0.69
576 1 0.00078054 1.2125E-05 0.7
577 1 0.00078238 1.2111E-05 0.71
578 1 0.0007833 1.241E-05 0.72
579 1 0.00078739 1.2099E-05 0.73
580 1 0.00079056 1.2217E-05 0.74
581 1 0.00079274 1.2161E-05 0.75
582 1 0.0007946 1.2218E-05 0.76
583 1 0.0007973 1.2185E-05 0.77
584 1 0.00079863 1.2425E-05 0.78
585 1 0.00080145 1.2879E-05 0.79
586 1 0.00080358 1.2241E-05 0.8
587 1 0.0008065 1.25E-05 0.81
588 1 0.00080836 1.2573E-05 0.82
589 1 0.00081106 1.2408E-05 0.83
590 1 0.00081313 1.3077E-05 0.84
591 1 0.00081517 1.2674E-05 0.85
592 1 0.00081753 1.2603E-05 0.86
593 1 0.00081932 1.3074E-05 0.87
594 1 0.00082173 1.2744E-05 0.88
595 1 0.00082414 1.2776E-05 0.89
596 1 0.00082611 1.3242E-05 0.9
597 1 0.00082844 1.2957E-05 0.91
598 1 0.00082988 1.3074E-05 0.92
599 1 0.00083125 1.3162E-05 0.93
600 1 0.00083314 1.3047E-05 0.94
601 1 0.0008358 1.3192E-05 0.95
602 1 0.00083734 1.3264E-05 0.96
603 1 0.00083974 1.3314E-05 0.97
604 1 0.00084131 1.3319E-05 0.98
605 1 0.00084479 1.3428E-05 0.99
606 1 0.00084632 1.3318E-05 1
