
VG= 0 to 1 in 0,01 step
VD= 0,1 to 1 in 0,9 step
NO, VG ID IG VD
126 0,24 2,6584E-06 -1,2E-13 1
127 0,25 3,3569E-06 -4,19E-12 1
128 0,26 4,224E-06 1,56E-12 1
129 0,27 5,2907E-06 2,2E-13 1
130 0,28 6,5719E-06 4,18E-12 1
131 0,29 8,1282E-06 1,6E-12 1
132 0,3 9,9286E-06 -3,09E-12 1
133 0,31 1,2143E-05 -3,03E-12 1
134 0,32 1,4629E-05 -6,55E-12 1
135 0,33 1,7568E-05 -1,32E-12 1
136 0,34 2,0981E-05 -2,17E-12 1
137 0,35 2,4804E-05 -5,11E-12 1
138 0,36 2,9184E-05 -2,98E-12 1
139 0,37 3,3987E-05 3,6E-12 1
140 0,38 3,9527E-05 7,2E-12 1
141 0,39 4,5451E-05 -1,78E-12 1
142 0,4 5,2108E-05 1,32E-12 1
143 0,41 5,9283E-05 1,3E-12 1
144 0,42 6,7002E-05 -2,47E-12 1
145 0,43 7,5454E-05 3E-13 1
146 0,44 8,4316E-05 -1,2E-13 1
147 0,45 9,3684E-05 -1,06E-12 1
148 0,46 0,000103819 -3,3E-12 1
149 0,47 0,00011453 4,1E-13 1
150 0,48 0,00012567 5,99E-12 1
151 0,49 0,00013701 3,93E-12 1
152 0,5 0,00014934 4,1E-12 1
153 0,51 0,00016157 3,75E-12 1
154 0,52 0,00017479 -2,29E-12 1
155 0,53 0,00018779 -4,39E-12 1
156 0,54 0,00020166 -1,5E-12 1
157 0,55 0,00021573 1,65E-12 1
158 0,56 0,00022999 5E-12 1
159 0,57 0,00024455 -3,69E-12 1
160 0,58 0,00025916 3,29E-12 1
161 0,59 0,00027422 4,18E-12 1
162 0,6 0,00028954 4,87E-12 1
163 0,61 0,00030512 7,68E-12 1
164 0,62 0,00032071 4,35E-12 1
165 0,63 0,00033631 9,11E-12 1
166 0,64 0,00035185 4,09E-12 1
167 0,65 0,00036777 -1,72E-12 1
168 0,66 0,00038349 4,34E-12 1
169 0,67 0,00039975 3,39E-12 1
170 0,68 0,00041566 3,75E-12 1
171 0,69 0,00043143 1E-11 1
172 0,7 0,00044741 1,226E-11 1
173 0,71 0,00046356 1,124E-11 1
174 0,72 0,0004796 1,304E-11 1
175 0,73 0,00049525 1,746E-11 1
176 0,74 0,00051141 1,406E-11 1
177 0,75 0,00052715 9,92E-12 1
178 0,76 0,00054246 1,81E-11 1
179 0,77 0,00055897 2,213E-11 1
180 0,78 0,0005745 1,69E-11 1
181 0,79 0,00059018 1,242E-11 1
182 0,8 0,00060571 1,628E-11 1
183 0,81 0,00062095 2,616E-11 1
184 0,82 0,00063682 2,737E-11 1
185 0,83 0,00065216 2,415E-11 1
186 0,84 0,00066759 3,357E-11 1
187 0,85 0,00068247 3,748E-11 1
188 0,86 0,00069699 3,378E-11 1
189 0,87 0,00071176 3,696E-11 1
190 0,88 0,00072789 4,214E-11 1
191 0,89 0,00074147 3,918E-11 1
192 0,9 0,00075678 3,896E-11 1
193 0,91 0,00077155 4,592E-11 1
194 0,92 0,00078598 5,095E-11 1
195 0,93 0,00080035 5,886E-11 1
196 0,94 0,0008149 5,944E-11 1
197 0,95 0,00082971 6,685E-11 1
198 0,96 0,00084365 7,105E-11 1
199 0,97 0,00085792 7,383E-11 1
200 0,98 0,00087108 8,367E-11 1
201 0,99 0,00088577 8,952E-11 1
202 1 0,00089964 1,0093E-10 1
